Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,DebtRatio,AccountAgeRatio
9000,36,Employed - full time,New car,0,17,4,7,6,1,0,4,1,10.14,10979,10979,0,1.2198888887533457,0.23529410380622917
7000,36,Employed - full time,Home improvements,0,48,1,14,10,0,3,3,4,29.29,21421,21421,7,3.060142856705694,0.020833332899305567
12000,48,Employed - full time,Other,0,172,5,22,11,2,0,3,11,55.55,232445,4351,0,19.370416665052463,0.02906976727285019
20000,60,Self employed,Other,0,162,1,29,15,2,0,5,14,39.14,7550,7550,3,0.377499999981125,0.006172839468068892
15000,60,Employed - full time,Other,0,394,25,9,4,0,0,0,5,93.11,18993,18993,0,1.2661999999155866,0.06345177648870108
15000,36,Self employed,Other,0,65,8,4,4,0,0,3,0,23.75,1340,1340,0,0.08933333332737778,0.12307692118343198
12000,60,Employed - full time,consolidation,0,21,1,5,5,0,0,3,0,10.8,14432,14432,0,1.2026666665664445,0.04761904535147403
8000,48,Employed - full time,New car,1,143,3,17,5,1,0,1,12,69.0,8430,8430,0,1.053749999868281,0.02097902083231454
3000,60,Employed - full time,Other,0,174,9,37,17,3,0,2,20,63.92,371785,68170,0,123.9283332920239,0.051724137633769325
12500,48,Employed - full time,Other,0,54,9,3,3,0,0,2,0,24.67,9472,9472,0,0.7577599999393791,0.16666666358024698
17000,60,Employed - full time,car,0,282,4,15,10,2,0,1,5,77.07,98208,5847,0,5.776941176130768,0.014184397112821287
15000,60,Employed - full time,Other,0,149,5,25,8,1,0,2,17,41.24,19007,19007,0,1.2671333332488577,0.033557046754650696
6500,48,Employed - full time,Other,0,130,4,27,12,2,6,2,15,46.59,4951,4951,7,0.7616923075751242,0.03076923053254438
1000,24,Employed - full time,new car,0,174,0,28,19,3,2,10,9,32.18,7248,7248,7,7.247999992752,0.0
1000,12,Employed - full time,Other,0,54,1,7,7,0,0,2,0,26.57,19464,19464,0,19.463999980536,0.018518518175582997
5500,48,Employed - full time,Other,0,109,5,12,10,0,4,3,2,44.82,4222,4222,7,0.7676363634967933,0.04587155921218753
2000,24,Self employed,Other,0,144,2,18,13,0,6,2,5,41.94,3090,3090,7,1.5449999992274999,0.013888888792438273
5000,24,Employed - full time,Furniture,0,11,2,5,5,0,0,5,0,5.8,1690,1690,0,0.3379999999324,0.1818181652892577
1000,24,Employed - full time,Car repairs,0,66,2,3,3,0,0,1,0,26.67,1848,1848,0,1.8479999981520001,0.03030302984389349
5000,24,Employed - full time,Furniture,0,76,2,12,11,0,4,3,1,48.83,5151,5151,7,1.03019999979396,0.026315789127423828
1000,12,Self employed,Other,1,335,13,12,8,1,3,0,4,159.08,96453,17798,7,96.452999903547,0.038805970033415016
10000,54,Employed - full time,Other,0,48,8,15,9,1,0,3,6,25.27,5891,5891,0,0.58909999994109,0.16666666319444454
3000,60,Employed - full time,Other,0,3,0,6,6,0,0,6,0,1.83,0,0,0,0.0,0.0
6500,48,Employed - full time,Other,0,223,12,33,13,1,9,1,20,55.18,12610,12610,7,1.9399999997015385,0.053811658951517224
6500,48,Employed - full time,Other,0,211,1,10,7,1,2,1,3,54.3,1773,1773,7,0.2727692307272663,0.004739336470429685
18000,48,Employed - full time,car,0,172,2,84,9,6,0,7,75,40.61,38387,38387,0,2.1326111109926327,0.011627906909140076
1000,24,Employed - full time,debt consolidation,0,95,4,18,11,3,7,2,7,47.06,19157,19157,7,19.156999980843,0.04210526271468144
10000,24,Self employed,Other,0,53,15,8,5,2,0,0,3,35.0,426,426,0,0.04259999999574,0.2830188625845498
10000,48,Employed - full time,Other,0,260,10,18,13,0,0,1,5,96.11,147599,25571,0,14.75989999852401,0.03846153831360947
500,12,Self employed,Other,0,50,13,8,3,1,3,0,5,43.75,215,215,7,0.42999999914,0.25999999480000013
5000,60,Employed - full time,Other,0,58,1,8,8,0,0,5,0,17.62,6024,6024,0,1.20479999975904,0.017241379013079674
8000,48,Employed - full time,Consolidation,0,139,0,19,15,2,0,4,4,36.21,316762,57548,0,39.595249995050594,0.0
6500,48,Employed - full time,Other,1,187,51,8,6,0,3,0,2,110.43,5001,5001,7,0.7693846152662485,0.2727272712688381
3000,36,Employed - part time,car,0,40,7,3,3,0,0,1,0,21.33,580,580,0,0.1933333332688889,0.17499999562500013
20000,60,Employed - full time,consolidation,0,257,2,25,17,5,0,6,8,86.28,187967,47826,0,9.398349999530083,0.007782101137034626
6500,48,Employed - full time,Other,1,122,3,10,6,1,0,2,4,37.3,5970,5970,0,0.9184615383202367,0.02459016373286751
2000,24,Employed - part time,Other,0,92,46,4,4,0,1,0,0,68.5,226,226,7,0.11299999994349999,0.4999999945652175
10000,60,Employed - full time,Other,0,102,4,17,12,4,3,5,5,37.94,10143,10143,7,1.01429999989857,0.0392156858900423
15000,48,Employed - full time,Other,0,218,6,33,12,14,12,4,21,59.88,15770,15547,7,1.0513333332632444,0.027522935653564517
11000,36,Employed - full time,Car,0,233,36,5,4,0,0,0,1,99.6,1276,1276,0,0.11599999998945454,0.1545064371051226
8200,36,Self employed,Other,1,129,6,9,8,0,0,1,1,51.44,8172,8172,0,0.9965853657321236,0.04651162754642149
2500,24,Employed - part time,Other,0,250,6,11,8,1,4,1,3,77.55,5225,5225,7,2.089999999164,0.023999999904
6500,48,Employed - full time,Other,0,305,2,26,26,0,0,2,0,59.15,184178,46632,0,28.33507691871768,0.0065573770276807315
1000,12,Employed - full time,Other,0,155,24,13,13,0,8,0,0,48.0,25011,25011,7,25.010999974989,0.15483870867845995
5000,24,Self employed,Car repairs,0,87,65,3,2,0,1,0,1,72.33,993,993,7,0.19859999996028,0.7471264281939491
2500,48,Employed - full time,Other,0,19,6,4,3,1,0,1,1,14.25,2668,2668,1,1.06719999957312,0.31578945706371275
1000,24,Employed - full time,home improvements,0,64,2,3,1,1,2,1,2,41.0,218,218,0,0.217999999782,0.031249999511718758
19000,60,Employed - full time,Other,0,81,5,22,14,2,0,7,8,27.91,23303,23303,0,1.2264736841459751,0.06172839429964946
2000,12,Employed - full time,Other,1,130,5,28,13,2,0,2,15,67.61,294956,5788,0,147.477999926261,0.03846153816568048
3000,36,Employed - full time,Other,0,146,1,27,18,3,0,5,9,46.37,21633,21633,6,7.210999997596334,0.0068493150215800346
2000,12,Employed - part time,Other,0,183,16,7,5,0,5,0,2,83.43,3366,3366,7,1.6829999991584998,0.08743169351130223
15000,60,Employed - full time,Other,0,56,2,11,10,1,0,5,1,19.36,4534,4534,0,0.3022666666465155,0.03571428507653063
5000,36,Employed - full time,Other,1,78,10,10,5,1,0,1,5,37.7,113858,859,0,22.77159999544568,0.12820512656147273
2000,24,Employed - full time,Other,0,91,7,26,21,1,1,3,5,27.31,36795,36795,7,18.39749999080125,0.0769230760777684
5000,48,Employed - full time,Home improvements,0,209,1,14,7,1,0,3,7,66.14,2460,2460,0,0.4919999999016,0.004784688972322063
15000,60,Employed - full time,Debt consolidation,0,169,1,8,8,0,0,2,0,76.0,5351,5351,0,0.3567333333095511,0.00591715972830083
6500,48,Employed - full time,Other,0,191,4,14,11,1,4,2,3,45.36,5980,5980,7,0.9199999998584615,0.020942408267317233
7500,24,Employed - full time,other,0,107,1,8,6,1,1,4,2,38.62,0,0,0,0.0,0.009345794305179492
10000,60,Employed - full time,Debt consolidation,0,73,0,21,16,0,9,2,5,42.67,15020,15020,7,1.5019999998498,0.0
15000,60,Employed - full time,consolidation,0,152,21,15,7,0,0,0,8,67.47,26284,26284,0,1.7522666665498488,0.1381578938279086
10000,48,Self employed,Consolidation,0,171,12,9,5,0,1,0,4,80.67,536,536,1,0.05359999999464,0.07017543818610855
8000,48,Employed - full time,Consolidation,0,187,15,14,8,1,0,0,6,88.0,17744,17744,0,2.2179999997227497,0.08021390331436415
2000,24,Employed - full time,Other,0,11,1,6,6,0,0,6,0,5.83,162,162,0,0.0809999999595,0.09090908264462885
10000,48,Employed - full time,Other,0,22,9,4,4,0,0,1,0,16.0,12294,12294,0,1.22939999987706,0.4090908904958686
7500,48,Self employed,Other,0,92,17,17,8,1,0,0,9,54.06,12327,12327,6,1.6435999997808532,0.18478260668714558
6500,48,Employed - full time,Other,0,57,8,11,11,0,0,3,0,27.91,6778,6778,0,1.0427692306088048,0.14035087473068641
13791,36,Employed - full time,Other,0,42,13,2,1,0,0,0,1,27.5,0,0,0,0.0,0.3095238021541952
15000,60,Retired,Consolidation,0,310,5,21,17,0,1,2,4,80.38,13152,13152,7,0.8767999999415467,0.01612903220603538
10000,60,Employed - full time,Other,0,159,5,19,13,1,0,2,6,53.05,144742,49470,0,14.47419999855258,0.03144654068272616
15000,60,Employed - full time,Other,0,269,2,13,11,1,0,1,2,119.85,139918,21376,0,9.327866666044809,0.007434944210279018
9000,36,Self employed,Car,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.00011111111109876543,1.000001000001
5000,60,Employed - full time,home improvement,0,210,5,15,8,2,2,2,7,76.93,29424,29424,7,5.8847999988230395,0.023809523696145127
6500,48,Self employed,Other,0,145,7,5,5,0,1,2,0,59.2,79393,4667,7,12.214307690428567,0.04827586173602854
1000,24,Employed - full time,Other,0,182,5,8,6,1,0,3,2,53.12,3255,3255,2,3.254999996745,0.02747252732157952
5000,48,Employed - full time,Other,0,69,0,19,13,4,0,4,6,21.89,10575,10575,0,2.114999999577,0.0
6500,48,Employed - full time,Other,0,179,1,12,8,0,0,4,4,64.33,86881,8542,0,13.366307690251336,0.005586592147560938
10000,36,Employed - full time,Home improvement,0,193,2,16,9,2,0,2,7,65.81,181809,7709,0,18.18089999818191,0.010362694246825418
8000,60,Employed - full time,Furniture,0,22,3,8,6,2,0,6,2,10.88,0,0,0,0.0,0.13636363016528952
5000,60,Employed - full time,home improvement,0,171,3,13,9,1,0,3,4,66.23,17357,17357,0,3.47139999930572,0.017543859546527138
3000,12,Self employed,Other,0,89,11,8,6,0,4,1,2,47.5,822,822,7,0.2739999999086667,0.123595504229264
5000,24,Employed - full time,Debt Consolidation,0,63,1,24,18,2,3,7,6,24.54,7822,7822,7,1.5643999996871198,0.015873015621063243
500,12,Employed - full time,Other,0,164,2,41,9,8,0,6,32,37.17,9675,9675,0,19.3499999613,0.012195121876859014
10000,36,Employed - full time,Other,0,200,9,18,10,3,2,1,8,74.61,3274,3274,7,0.32739999996726,0.044999999775
10000,60,Employed - full time,Other,0,198,30,7,5,0,0,0,2,102.29,40923,40923,0,4.09229999959077,0.15151515074992347
10000,60,Self employed,Other,0,64,0,24,14,3,0,4,10,34.75,14830,14830,0,1.4829999998517,0.0
12000,60,Employed - full time,Other,0,198,2,35,22,3,0,4,13,54.83,165807,56006,0,13.817249998848562,0.0101010100499949
7000,36,Self employed,Debt,0,186,4,16,10,0,0,1,6,45.94,28508,28508,0,4.072571427989632,0.021505376228465718
1000,12,Employed - full time,Other,0,42,1,8,6,2,1,4,2,15.71,1335,1335,7,1.334999998665,0.0238095232426304
15000,60,Employed - full time,Other,0,219,1,33,19,2,0,3,14,79.03,209897,13340,0,13.993133332400458,0.0045662100248118264
500,24,Employed - full time,Vets bills,0,41,1,13,11,0,0,5,2,21.69,6154,6154,0,12.307999975384,0.024390243307555043
3000,36,Employed - full time,Other,0,78,2,9,9,0,2,3,0,29.67,16598,16598,7,5.532666664822445,0.02564102531229455
5500,60,Employed - full time,Other,0,139,1,2,2,0,0,1,0,70.0,0,0,0,0.0,0.007194244552559392
1800,18,Employed - full time,Other,0,30,2,9,8,1,0,3,1,14.89,14153,14153,0,7.862777773409568,0.06666666444444451
1500,24,Employed - full time,Home improvements,0,184,10,8,5,0,3,1,3,55.75,8404,8404,7,5.602666662931555,0.0543478257915879
10000,60,Employed - full time,Debt consolidation,0,103,1,14,9,0,4,4,5,41.5,5650,5650,7,0.5649999999435,0.00970873776981808
6500,48,Employed - full time,furniture,1,142,2,16,12,1,2,2,4,68.31,25688,25688,0,3.9519999993919996,0.014084506943066852
1000,36,Employed - full time,Other,0,263,14,9,2,0,1,0,7,93.56,38524,144,0,38.523999961476,0.053231938961095286
2000,24,Employed - full time,Other,0,127,2,23,11,1,7,8,12,31.35,13550,13550,2,6.774999996612499,0.015748031372062744
15000,48,Employed - full time,Car,0,105,9,8,4,1,0,1,4,39.25,1646,1646,0,0.10973333332601777,0.0857142848979592
4000,36,Employed - full time,Other,0,35,3,8,7,0,0,4,1,17.5,1769,1769,0,0.44224999988943753,0.0857142832653062
15000,60,Employed - full time,Other,0,53,7,14,13,1,0,3,1,25.0,15963,15963,0,1.0641999999290532,0.13207546920612323
10000,36,Employed - full time,car,0,306,34,8,3,1,0,0,5,103.0,0,0,0,0.0,0.11111111074800291
1000,24,Retired,Home improvements,0,214,13,5,5,0,1,0,0,100.4,3522,3522,7,3.521999996478,0.06074766326753429
1000,60,Employed - full time,Home improvement,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.000999999999,1.000001000001
15000,30,Employed - full time,Other,0,208,5,16,11,0,0,2,5,90.88,4605,4605,0,0.3069999999795333,0.024038461422892014
15000,60,Employed - full time,Debt consolidation,0,148,4,11,10,0,0,2,1,41.0,16306,16306,0,1.0870666665941955,0.02702702684441198
2000,24,Employed - full time,Debt consolidation,0,49,2,7,6,0,1,2,1,24.14,2376,2376,7,1.187999999406,0.040816325697626006
14000,36,Employed - full time,Other,0,293,14,8,6,1,0,0,2,120.25,1238,1238,0,0.0884285714222551,0.04778156980279328
6500,48,Employed - full time,Other,0,156,1,5,3,1,0,1,2,78.0,0,0,0,0.0,0.006410256369165024
1000,24,Employed - full time,Home improvements,0,26,26,2,2,0,1,0,0,26.0,96,96,7,0.095999999904,0.9999999615384629
10000,60,Employed - full time,Other,0,254,7,17,7,0,1,1,10,84.88,22162,22162,7,2.21619999977838,0.02755905500961002
3000,24,Employed - full time,Other,1,236,3,22,10,2,2,3,12,76.5,70437,8832,0,23.478999992173666,0.012711864352915828
1000,24,Employed - full time,home improvement,0,154,11,40,16,2,0,1,24,54.92,53189,53189,0,53.188999946811,0.07142857096474954
17200,36,Employed - part time,Other,0,42,0,11,9,2,2,6,2,13.55,16676,16676,7,0.9695348836645619,0.0
8000,24,Employed - full time,Other,0,214,7,20,18,1,0,4,2,52.3,57639,11666,0,7.20487499909939,0.03271028022098
500,12,Employed - full time,Other,0,157,8,15,7,2,6,2,8,44.6,163927,39972,7,327.853999344292,0.05095541368818208
15000,60,Employed - full time,Other,0,126,2,10,7,2,0,5,3,26.9,12991,12991,0,0.8660666666089288,0.01587301574703956
6500,48,Employed - full time,Other,0,188,1,44,26,3,10,6,18,49.6,29971,29971,7,4.610923076213704,0.0053191489078768675
5000,24,Employed - full time,Other,0,999,10,11,9,0,4,1,2,199.36,29271,29271,7,5.854199998829159,0.01001000999998998
2000,24,Employed - full time,Other,0,76,1,12,2,1,1,1,10,46.42,710,710,7,0.35499999982249997,0.013157894563711914
6500,60,Employed - full time,Other,0,67,9,9,6,1,1,2,3,25.0,20024,20024,7,3.0806153841414434,0.1343283562040544
7000,60,Employed - full time,Debt Consolidation,0,118,9,11,5,3,0,1,6,50.36,7807,7807,0,1.1152857141263877,0.07627118579431198
10000,36,Self employed,Car repair,0,300,3,15,12,0,0,1,3,98.67,120135,637,0,12.01349999879865,0.009999999966666668
6000,36,Employed - full time,Debt,1,110,23,25,7,0,0,0,18,51.68,14688,14688,0,2.4479999995919997,0.20909090719008266
5000,60,Employed - full time,Consolidation,0,123,7,17,10,2,5,4,7,56.41,4131,4131,7,0.8261999998347599,0.056910568643003506
14000,60,Employed - full time,Consolidation,0,117,0,15,10,1,0,1,5,62.13,25002,25002,0,1.7858571427295815,0.0
10000,36,Employed - full time,Consolidation,0,175,1,35,22,1,11,3,13,38.38,27717,27717,7,2.7716999997228298,0.0057142856816326535
2000,30,Employed - full time,Other,0,105,1,10,7,0,2,3,3,41.2,8695,8695,7,4.34749999782625,0.009523809433106578
20000,54,Self employed,Consolidation,0,335,3,23,11,3,0,3,12,87.74,41336,41336,0,2.0667999998966597,0.008955223853865003
2000,36,Employed - full time,Car,0,175,150,2,2,0,0,0,0,162.5,0,0,0,0.0,0.857142852244898
2000,24,Employed - full time,Wedding,0,273,5,16,12,1,2,2,4,61.0,10207,10207,7,5.10349999744825,0.018315018247930335
20000,60,Employed - full time,Other,0,111,1,31,9,7,1,8,22,28.74,10125,10125,0,0.5062499999746874,0.009009008927846767
5000,48,Employed - full time,Car,0,28,0,6,5,1,0,5,1,9.83,0,0,0,0.0,0.0
3000,24,Employed - full time,Household,0,27,5,10,8,2,0,4,2,13.8,12537,12537,1,4.178999998607,0.18518517832647488
5000,36,Employed - full time,Other,0,397,2,4,4,0,0,1,0,129.5,2231,2231,0,0.44619999991076,0.005037783362625231
7500,36,Retired,Other,0,389,8,16,10,1,0,4,6,86.0,11739,11739,0,1.5651999997913066,0.02056555264636105
10000,60,Employed - full time,Other,0,118,9,7,5,1,0,1,2,52.57,11520,11520,0,1.1519999998848,0.07627118579431198
8000,48,Employed - full time,Other,1,81,11,6,6,0,0,1,0,30.33,13818,13818,0,1.7272499997840938,0.1358024674592288
5000,54,Employed - full time,Consolidation,0,122,1,18,15,0,10,2,3,51.94,2621,2621,7,0.52419999989516,0.008196721244289171
6500,48,Employed - full time,Other,0,172,2,11,7,0,0,2,4,89.82,10414,10414,0,1.6021538459073608,0.011627906909140076
1500,60,Retired,Other,0,128,7,3,2,0,0,1,1,55.0,490,490,0,0.32666666644888886,0.05468749957275391
6500,48,Employed - full time,Other,1,94,12,10,6,0,1,0,4,42.8,11154,11154,0,1.7159999997359998,0.12765957311000453
6000,36,Employed - full time,Debt consolidation,0,139,23,25,7,0,0,0,18,59.72,49173,49173,0,8.195499998634084,0.165467624708866
6000,60,Employed - full time,Other,0,87,4,12,9,1,3,2,3,46.67,20697,20697,7,3.449499999425083,0.04597701096578148
10000,60,Self employed,Other,0,382,10,16,11,0,6,1,5,82.56,168712,16751,7,16.87119999831288,0.026178010402675367
500,12,Employed - part time,Other,0,307,16,18,5,1,2,0,13,109.5,5802,5802,7,11.603999976792,0.05211726367388513
10000,60,Employed - full time,New car,0,260,2,43,19,5,0,7,24,54.4,205156,36202,0,20.51559999794844,0.007692307662721894
1000,12,Employed - full time,Other,1,103,2,6,5,1,0,2,1,29.5,144370,19542,0,144.36999985563,0.01941747553963616
3197,48,Self employed,Other,0,147,2,22,12,0,0,2,10,56.32,73831,19852,0,23.093837965876187,0.01360544208431672
1000,18,Employed - full time,Other,0,127,2,35,15,3,0,9,20,41.29,12021,12021,0,12.020999987979,0.015748031372062744
10000,60,Retired,Other,0,266,22,15,7,2,0,0,8,98.4,3197,3197,0,0.31969999996803,0.08270676660636554
4000,30,Employed - full time,Other,0,171,4,15,9,2,0,2,6,70.67,15704,15704,0,3.9259999990185,0.02339181272870285
5000,60,Employed - full time,Other,0,13,7,4,4,0,0,3,0,9.0,3297,3297,0,0.6593999998681199,0.5384614970414233
11000,48,Employed - full time,Home improvements,0,227,12,12,9,2,0,0,3,80.42,252226,12747,0,22.92963636155185,0.05286343589046945
5000,24,Employed - full time,Other,0,161,3,16,10,0,0,2,6,67.69,15159,15159,0,3.0317999993936398,0.018633540256934533
4000,48,Employed - full time,Other,0,19,3,3,2,1,0,2,1,11.0,0,0,0,0.0,0.15789472853185638
1000,36,Self employed,Other,0,151,3,18,11,0,8,1,7,55.61,4454,4454,7,4.453999995546,0.019867549537300997
3000,24,Employed - full time,Car,1,78,3,5,4,0,0,2,1,46.6,2448,2448,0,0.8159999997280001,0.038461537968441824
2000,36,Employed - part time,Other,0,112,4,16,7,0,5,1,9,49.81,3635,3635,7,1.81749999909125,0.03571428539540817
3000,36,Employed - full time,Other,0,160,6,35,18,4,0,6,17,43.49,38026,38026,0,12.675333329108224,0.037499999765625
1000,12,Employed - full time,Other,0,92,2,16,9,2,1,9,7,22.31,9504,9504,7,9.503999990496,0.021739130198487715
1000,24,Employed - full time,Other,0,89,89,1,1,0,0,0,0,89.0,0,0,0,0.0,0.9999999887640451
3000,36,Employed - full time,Home improvements,0,19,12,2,2,0,0,0,0,15.5,0,0,0,0.0,0.6315789141274255
500,12,Employed - full time,Other,0,169,0,21,12,4,1,6,9,49.0,10294,10294,7,20.587999958824,0.0
1000,24,Employed - full time,Other,0,148,9,10,8,2,2,1,2,47.6,17470,17470,7,17.46999998253,0.06081081039992696
8000,36,Employed - full time,debt consolidation,0,323,3,16,8,1,0,3,8,72.81,20360,20360,0,2.544999999681875,0.00928792566783924
20000,60,Employed - full time,Consolidation,0,143,0,13,8,5,0,5,5,32.46,28449,28449,0,1.4224499999288776,0.0
11000,60,Self employed,Other,0,155,8,13,12,1,0,3,1,35.69,101906,36414,0,9.264181817339619,0.05161290289281998
12000,60,Self employed,Other,0,357,8,20,12,0,0,2,8,86.75,163439,28836,0,13.619916665531672,0.022408963522663968
11000,36,Employed - full time,home improvement,0,77,3,7,5,1,0,1,2,34.29,1628,1628,0,0.14799999998654545,0.03896103845505145
15000,60,Employed - part time,Debt consolidation,0,205,9,16,10,1,0,1,6,116.06,50808,19040,0,3.3871999997741864,0.04390243881023201
10000,36,Self employed,Furniture,0,46,4,12,8,4,0,6,4,15.17,249,249,0,0.02489999999751,0.08695651984877131
2000,12,Employed - full time,Other,1,62,9,9,5,1,0,2,4,25.22,133,133,0,0.06649999996674999,0.14516128798126957
2000,24,Employed - full time,Debt consolidation,0,230,3,27,11,2,9,4,16,53.3,3920,3920,7,1.9599999990199999,0.013043478204158791
4000,36,Employed - full time,Other,0,100,5,11,7,1,3,2,4,41.27,1633,1633,7,0.40824999989793753,0.0499999995
500,12,Employed - full time,Other,0,110,5,25,8,5,4,6,17,28.48,3499,3499,7,6.997999986004,0.04545454504132232
10000,60,Employed - full time,Other,0,108,10,12,9,1,0,1,3,60.5,21803,21803,0,2.18029999978197,0.09259259173525378
4000,24,Employed - full time,Other,0,75,19,16,12,0,9,0,4,43.06,5075,5075,7,1.2687499996828124,0.25333332995555563
