UID,Amount,Term,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,EmploymentType_Employed - part time,EmploymentType_Retired,EmploymentType_Self employed,DebtRatio,AccountAgeRatio
4297832,3500,36,Other,0,88,2,12,7,0,0,3,5,28.5,32847,32847,0,False,False,False,9.384857140175756,0.02272727246900827
4301698,2000,24,Other,0,111,3,20,17,1,1,7,3,41.4,143249,20441,7,False,False,False,71.62449996418775,0.0270270267835403
4304357,2000,24,Other,0,271,10,32,18,1,1,2,14,79.66,21978,21978,7,False,False,False,10.9889999945055,0.03690036886752632
4336622,5000,36,Other,0,64,64,1,1,0,0,0,0,64.0,0,0,0,False,False,False,0.0,0.9999999843750003
4341062,7500,48,Other,0,137,13,20,10,1,0,0,10,56.3,56408,56408,0,False,False,False,7.521066665663858,0.09489051025627365
4352185,5000,24,Other,0,71,11,4,4,0,0,1,0,38.5,1188,1188,0,False,False,False,0.23759999995248,0.15492957528268203
4353183,2000,30,Other,0,90,4,32,8,12,2,6,24,29.25,18965,18965,0,False,False,False,9.482499995258749,0.04444444395061729
4353673,1000,12,Other,0,142,14,38,16,1,16,0,22,42.68,16815,16815,7,False,False,False,16.814999983185,0.09859154860146797
4354225,15000,60,Other,0,173,5,19,13,0,0,1,6,65.95,216525,16276,0,False,False,False,14.434999999037666,0.028901733936984197
4355186,10000,48,Other,0,300,20,9,5,2,0,0,4,124.89,263471,12516,0,False,False,False,26.34709999736529,0.06666666644444444
4360696,20000,60,Other,0,201,3,26,11,1,0,1,15,62.69,176509,35726,0,False,False,False,8.825449999558728,0.014925373060072772
4362935,5000,36,Other,0,111,7,12,5,1,0,1,7,45.33,26871,26871,0,True,False,False,5.374199998925159,0.06306306249492737
4365445,1000,30,Other,0,79,4,23,9,8,3,8,14,28.96,5865,5865,7,False,False,False,5.864999994135,0.050632910751482144
4370637,3000,12,Other,0,71,3,10,9,0,0,4,1,29.0,5336,5336,0,True,False,False,1.7786666660737778,0.04225352053164056
4382020,2000,36,Other,0,121,6,26,12,3,0,2,14,39.88,10555,10555,0,False,False,False,5.277499997361249,0.049586776449696064
4385548,7000,60,Other,0,243,3,17,6,2,9,4,11,59.88,19470,19470,7,False,False,False,2.7814285710312245,0.012345678961540416
4387087,5000,24,Other,0,180,17,3,-1,2,1,0,3,81.67,0,-1,-1,False,False,False,0.0,0.0944444439197531
4393711,5000,24,Other,0,132,4,14,7,2,1,4,7,28.21,12519,12519,1,False,False,False,2.5037999994992397,0.030303030073461894
4399975,15000,60,Other,0,282,6,25,16,1,0,5,9,96.68,284223,41614,0,False,False,False,18.948199998736786,0.02127659566923193
4406402,1000,24,Other,0,88,7,28,12,2,10,5,16,44.82,3952,3952,7,False,False,False,3.951999996048,0.07954545364152894
4406525,7500,48,Other,0,202,7,25,14,3,0,4,11,57.0,58890,22078,0,False,False,False,7.851999998953066,0.03465346517498285
4407129,7000,48,Other,0,88,4,22,11,1,0,3,11,40.64,20361,20361,0,False,False,False,2.908714285298755,0.04545454493801654
4413713,2300,12,Other,0,180,10,3,3,0,0,1,0,69.33,482,482,0,False,False,False,0.20956521730018904,0.05555555524691358
4418584,15000,48,Other,0,427,27,14,9,1,0,0,5,135.5,46072,7653,0,False,False,False,3.071466666461902,0.06323184996901206
4420359,1000,12,Other,0,83,1,27,12,1,0,3,15,33.7,4695,4695,0,False,False,False,4.694999995305,0.01204819262592539
4434604,6000,48,Other,0,216,7,13,12,0,3,3,1,57.46,8300,8300,7,False,False,False,1.3833333331027777,0.032407407257373115
4435222,15000,60,Other,0,177,3,16,10,1,0,2,6,37.88,11811,11811,0,False,False,False,0.7873999999475066,0.01694915244661496
4439790,10000,60,Other,0,187,23,6,5,0,0,0,1,98.33,2042,2042,1,False,False,False,0.20419999997958,0.1229946517486917
4452056,2000,60,Other,0,286,12,25,12,2,0,0,13,64.2,252672,24728,0,False,False,False,126.335999936832,0.04195804181133552
4452526,2000,36,Other,0,239,4,9,5,0,1,1,4,98.78,9412,9412,0,False,False,False,4.705999997647,0.016736401603613383
4454411,3000,24,Other,0,121,1,16,10,2,3,6,6,38.75,11449,11449,7,False,False,False,3.8163333320612223,0.00826446274161601
4459379,10000,60,Other,0,179,3,33,23,5,15,6,10,53.88,28474,9134,7,False,False,False,2.8473999997152597,0.016759776442682815
4463541,1500,12,Other,0,78,3,12,11,1,0,3,1,21.25,217706,8915,1,False,False,False,145.1373332365751,0.038461537968441824
4468423,3000,12,Other,0,221,4,29,19,2,4,6,10,49.66,60048,60048,7,False,False,False,20.015999993328002,0.018099547429413814
4483367,5000,48,Other,0,5,3,3,3,0,0,3,0,4.33,198,198,2,False,False,False,0.03959999999208,0.599999880000024
4484753,1000,24,Other,0,126,16,18,12,1,4,0,6,51.44,13032,13032,7,False,False,False,13.031999986968,0.12698412597631648
4492706,2000,24,Other,0,261,8,49,22,5,0,3,27,69.59,188416,10593,0,True,False,False,94.20799995289599,0.030651340878730494
4530704,2000,12,Other,0,143,6,27,8,1,6,1,19,65.41,68683,68683,0,False,False,False,34.34149998282925,0.04195804166462908
4545204,5000,60,Other,1,146,3,47,13,6,0,8,34,43.28,238400,23497,0,False,False,False,47.679999990464,0.020547945064740104
4547990,2000,24,Other,1,153,4,13,9,2,0,1,4,64.85,108956,28540,0,False,False,False,54.477999972761,0.026143790678798753
4551115,15000,60,Other,0,223,5,31,22,2,0,6,9,65.29,246323,55241,0,False,False,False,16.421533332238564,0.022421524563132178
4565906,10000,60,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-9.999999999e-05,1.000001000001
4570200,8500,12,Other,0,100,1,7,6,1,0,4,1,28.57,617,617,0,False,False,False,0.07258823528557785,0.0099999999
4587329,10000,60,Other,1,242,7,20,16,1,0,2,4,96.05,24694,5465,0,False,False,False,2.46939999975306,0.02892561971518339
4602482,10000,36,Other,0,99,2,17,8,1,0,2,9,36.59,5455,5455,1,False,False,False,0.54549999994545,0.020202019997959394
4604466,13000,48,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-7.692307691715976e-05,1.000001000001
4607354,15000,48,Other,0,62,2,8,6,0,0,1,2,33.12,655,655,0,False,False,False,0.04366666666375556,0.03225806399583768
4619167,2000,24,Other,0,223,1,27,16,1,8,2,11,54.54,14939,14939,7,False,False,False,7.46949999626525,0.004484304912626435
4655596,1000,18,Other,0,35,1,11,8,3,0,9,3,7.0,1463,1463,0,False,False,False,1.462999998537,0.028571427755102068
4662298,10000,60,Other,0,95,95,1,1,0,0,0,0,95.0,0,0,0,False,False,False,0.0,0.9999999894736844
4671026,13000,48,Other,0,243,8,11,5,2,0,2,6,64.09,10820,10820,0,False,False,False,0.8323076922436686,0.03292181056410778
4671401,1000,12,Other,0,107,3,17,16,0,0,9,1,25.82,32516,32516,1,False,False,False,32.515999967484,0.028037382915538478
4675553,5000,48,Other,0,223,19,7,4,0,0,0,3,83.43,371,371,0,False,False,False,0.07419999998516,0.08520179333990227
4699387,5000,60,Other,0,242,8,14,7,1,5,3,7,110.43,5061,5061,7,False,False,False,1.01219999979756,0.03305785110306673
4701456,3000,12,Other,1,118,11,4,4,0,0,2,0,41.75,381,381,0,False,False,False,0.12699999995766667,0.09322033819304798
4703837,10000,48,Other,0,175,12,13,7,0,0,0,6,59.08,3718,3718,0,False,False,False,0.37179999996282,0.06857142817959185
4704399,7500,48,Other,0,153,1,6,3,3,0,3,3,43.0,176,176,0,False,False,False,0.023466666663537777,0.006535947669699688
4705074,10000,12,Other,0,121,16,8,8,0,5,0,0,43.75,1755,1755,7,False,False,False,0.17549999998245,0.13223140386585616
4715136,1000,12,Other,0,112,1,24,17,1,7,6,7,38.38,20160,20160,7,False,False,False,20.15999997984,0.008928571348852042
4728624,3000,18,Other,0,176,3,45,18,4,12,3,27,42.73,16370,16370,7,False,False,False,5.456666664847778,0.017045454448605373
4741784,3000,36,Other,0,286,8,13,10,3,4,1,3,85.54,115071,3114,7,False,False,False,38.35699998721434,0.02797202787422368
4746886,14000,48,Other,0,234,37,10,4,0,0,0,6,98.0,702,702,0,False,False,False,0.05014285713927551,0.15811965744393308
4756515,2000,12,Other,0,121,13,21,12,3,4,0,9,43.71,10050,10050,7,False,False,False,5.0249999974875,0.10743801564100813
4768164,1000,12,Other,0,202,7,15,12,1,1,4,3,50.8,7424,7424,2,False,False,False,7.423999992576,0.03465346517498285
4782700,2300,24,Other,0,171,4,28,14,5,0,4,14,58.14,313505,53887,0,False,False,False,136.30652167986673,0.02339181272870285
4787372,2000,24,Other,0,141,1,20,9,0,0,2,11,67.5,141857,24294,0,False,False,False,70.92849996453575,0.007092198531261003
4797733,2000,18,Other,1,130,10,13,9,0,0,1,4,52.85,127179,4856,0,False,False,False,63.589499968205246,0.07692307633136096
4803435,7500,60,Other,0,159,48,4,1,0,0,0,3,109.0,0,0,0,False,False,False,0.0,0.3018867905541711
4805808,20000,60,Other,0,118,1,11,8,0,0,2,3,34.73,84331,6364,1,False,False,False,4.216549999789172,0.008474576199367999
4807707,20000,60,Other,0,162,3,30,11,3,0,3,19,48.13,37525,37525,0,False,False,False,1.8762499999061875,0.018518518404206676
4812147,6000,60,Other,1,173,12,8,5,0,0,0,3,54.75,6288,6288,0,False,False,False,1.0479999998253333,0.06936416144876208
4822901,2500,36,Other,0,21,2,11,11,0,0,5,0,11.36,11374,11374,0,False,False,False,4.5495999981801605,0.09523809070294806
4823459,20000,60,Other,0,118,1,9,6,1,1,4,3,33.22,13473,13473,0,False,False,False,0.6736499999663175,0.008474576199367999
4825509,2000,60,other,0,82,4,10,7,1,0,3,3,22.9,4182,4182,1,False,False,False,2.0909999989545,0.04878048720999406
4827698,1000,12,Other,0,150,7,12,9,1,4,2,3,52.83,3217,3217,7,False,False,False,3.216999996783,0.04666666635555556
4841534,5500,36,Other,1,199,8,15,8,3,1,1,7,59.67,2228,2228,7,False,False,False,0.4050909090172562,0.04020100482311053
4852601,1000,36,Other,1,349,3,31,6,5,0,2,25,64.52,84905,14566,0,False,False,False,84.904999915095,0.00859598851405161
4852880,10000,60,Other,0,203,3,39,20,3,0,4,19,49.72,197127,49677,0,False,False,False,19.71269999802873,0.01477832505035308
4853070,1000,12,Other,0,109,3,12,6,1,0,1,6,56.0,4233,4233,0,False,False,False,4.232999995767,0.02752293552731252
4860935,1000,12,Other,0,130,9,19,5,0,6,1,14,46.21,1696,1696,7,False,False,False,1.695999998304,0.06923076869822485
4866778,7500,48,Other,0,257,4,28,8,9,0,9,20,57.75,171222,28979,0,False,False,False,22.829599996956052,0.015564202274069253
4869119,3000,24,Other,0,49,8,6,3,3,0,1,3,25.17,240,240,0,False,False,False,0.07999999997333333,0.16326530279050402
4871830,2000,12,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-0.00049999999975,1.000001000001
4877213,10000,30,Other,0,113,11,14,7,2,1,1,7,49.29,10593,10593,7,False,False,False,1.05929999989407,0.09734513188190148
4880171,10000,48,Other,0,135,3,30,17,0,15,2,13,69.53,19448,19448,7,False,False,False,1.9447999998055199,0.02222222205761317
4888134,5000,60,Other,0,72,3,11,9,1,0,2,2,29.18,11957,11957,0,True,False,False,2.39139999952172,0.041666666087962975
4889417,15000,36,Other,0,167,63,9,3,0,0,0,6,96.11,0,0,0,False,False,False,0.0,0.3772455067230808
4906252,15000,60,Other,1,152,17,13,6,1,0,0,7,54.38,93084,377,0,False,False,False,6.205599999586293,0.11184210452735457
4911177,1000,18,Other,0,84,9,11,9,1,7,2,2,48.73,3402,3402,7,False,False,False,3.401999996598,0.10714285586734695
4916384,10000,60,Other,0,156,3,16,7,0,5,2,9,68.73,12283,12283,0,False,False,False,1.22829999987717,0.01923076910749507
4929210,5000,36,Other,0,40,40,1,1,0,0,0,0,40.0,0,0,0,False,True,False,0.0,0.9999999750000007
4939091,1000,24,Other,0,83,1,29,16,0,11,6,13,35.24,5730,5730,7,False,False,False,5.72999999427,0.01204819262592539
4944664,2000,12,Other,0,80,8,13,8,2,0,2,5,36.08,16048,16048,0,False,False,False,8.023999995988,0.09999999875000001
4945520,5000,18,Other,0,155,6,8,5,1,2,1,3,61.88,1305,1305,7,True,False,False,0.2609999999478,0.03870967716961499
4947922,1000,12,Other,0,121,7,48,16,1,4,1,32,39.04,7427,7427,7,False,False,False,7.426999992573,0.057851239191312076
4952152,4000,48,Other,0,124,1,18,13,0,0,2,5,51.5,3521,3521,0,False,False,False,0.8802499997799376,0.008064516063995839
4953067,5000,24,Other,0,238,10,20,8,3,0,1,12,66.7,86093,15255,0,True,False,False,17.21859999655628,0.042016806546147874
4957937,5000,48,Other,0,154,2,13,12,1,0,3,1,38.77,10309,10309,1,False,False,False,2.06179999958764,0.012987012902681734
4978099,5000,36,Other,0,49,12,3,3,0,0,0,0,24.67,1,1,0,False,False,False,0.00019999999996,0.24489795418575605
4983410,10000,24,Other,0,322,7,22,9,2,0,1,13,106.09,72547,1021,0,False,False,False,7.254699999274529,0.021739130367269783
4984243,6000,60,Other,0,151,4,7,5,1,0,3,2,43.86,3396,3396,0,False,False,False,0.5659999999056666,0.026490066049734664
5011062,5000,24,Furniture,0,198,67,8,6,0,4,0,2,129.5,9110,9110,7,False,False,False,1.8219999996355998,0.33838383667482913
5012364,10000,60,Other,0,191,1,12,10,1,0,1,2,49.25,32486,32486,0,False,False,False,3.24859999967514,0.005235602066829308
5013363,3000,24,Other,0,21,8,4,4,0,0,2,0,14.5,711,711,0,False,False,False,0.23699999992100002,0.38095236281179223
5015466,3000,48,Other,1,123,5,13,9,1,0,2,4,52.77,213676,17860,0,False,False,False,71.22533330959156,0.04065040617357393
5020100,5000,36,Other,0,250,3,17,9,4,1,4,8,52.65,146511,6132,1,False,False,False,29.302199994139556,0.011999999952
5020453,5000,36,Other,0,155,3,9,7,1,0,3,2,44.33,2525,2525,0,False,False,False,0.504999999899,0.019354838584807493
5033996,15000,60,Other,0,232,12,11,7,2,2,0,4,88.91,9310,9310,7,False,False,False,0.6206666666252889,0.051724137708085614
5040393,9000,60,Other,0,127,3,14,11,1,0,3,3,29.71,20697,20697,0,False,False,False,2.2996666664111483,0.023622047058094117
5045948,10000,12,Other,0,169,11,20,13,0,0,1,7,62.1,24667,8917,0,True,False,False,2.46669999975333,0.06508875701130913
5061831,4000,48,Other,1,196,3,10,10,0,0,2,0,49.2,3962,3962,0,False,True,False,0.990499999752375,0.01530612237088713
5063579,6000,60,Other,0,96,13,9,4,1,0,0,5,52.33,604565,684,0,False,False,False,100.76083331653986,0.1354166652560764
5066821,2000,48,Other,0,112,5,8,6,1,0,2,2,32.62,22103,22103,0,False,False,False,11.05149999447425,0.04464285674426021
5068173,3000,36,Other,0,133,39,28,7,0,5,0,21,57.79,3763,3763,7,False,False,False,1.2543333329152222,0.2932330805020069
5074397,1000,24,Other,0,86,6,12,8,1,2,2,4,33.33,1741,1741,7,False,False,False,1.740999998259,0.0697674410492158
5086986,10000,36,Other,0,34,7,4,4,0,0,1,0,24.5,156803,638,0,False,False,False,15.68029999843197,0.20588234688581333
5101404,2000,18,Other,1,129,3,6,5,1,0,3,1,41.5,1196,1196,0,False,False,False,0.5979999997009999,0.023255813773210746
5112322,10000,60,Other,0,80,36,2,2,0,0,0,0,58.0,0,0,0,False,False,False,0.0,0.4499999943750001
5126973,7000,36,Other,0,177,8,17,12,1,0,1,5,100.71,460448,21201,0,False,False,False,65.77828570488882,0.04519773985763989
5127470,1000,12,Other,0,168,9,22,11,2,0,3,11,62.18,32262,32262,0,False,False,False,32.261999967738,0.053571428252551026
5134292,1000,24,Other,0,194,11,26,12,1,7,1,14,68.12,6285,6285,7,False,True,False,6.284999993715,0.0567010306355617
5138323,2000,24,Other,0,208,2,30,23,0,0,2,7,67.5,30545,30545,0,False,False,False,15.272499992363748,0.009615384569156804
5149741,3000,60,Other,0,180,1,24,15,1,1,4,9,39.17,20975,20975,7,False,False,False,6.991666664336111,0.005555555524691358
5176177,10000,60,Other,0,64,4,26,6,1,1,3,20,43.88,13402,13402,0,False,False,False,1.34019999986598,0.062499999023437516
5185673,2000,18,Other,0,157,4,21,13,0,0,4,8,53.86,22413,22413,0,False,False,False,11.206499994396749,0.02547770684409104
5185772,5000,36,Other,0,49,12,3,1,1,0,0,2,24.33,0,0,0,False,False,False,0.0,0.24489795418575605
5191330,10000,24,Other,0,48,11,5,5,0,0,1,0,32.0,8284,8284,0,False,False,False,0.82839999991716,0.22916666189236123
5197196,7500,60,Other,1,164,2,45,13,4,0,6,32,44.71,21470,21470,0,False,False,False,2.862666666284978,0.012195121876859014
5197553,12000,60,Other,0,175,6,16,11,0,0,2,5,62.81,4271,4271,0,False,False,False,0.35591666663700694,0.03428571408979592
5199091,10000,24,Other,0,66,3,11,7,2,0,4,4,21.45,499,499,0,False,False,False,0.04989999999501,0.04545454476584023
5199606,18500,60,Other,0,369,2,18,7,2,0,1,11,96.94,52255,2990,0,True,False,False,2.8245945944419137,0.005420054185853512
5211960,13000,36,Other,0,152,2,20,14,1,0,2,6,56.85,169153,17625,0,False,False,False,13.011769229768325,0.01315789465027701
5214728,10000,36,Other,0,403,6,31,23,1,0,1,8,135.29,790578,169101,0,False,False,False,79.05779999209422,0.014888337432038865
5215892,1300,12,Furniture,1,120,4,9,6,3,3,2,3,52.78,1467,1467,7,False,False,False,1.128461537593491,0.03333333305555556
5229128,1000,12,Other,0,166,20,26,13,0,3,0,13,38.77,2960,2960,7,False,False,False,2.95999999704,0.12048192698504863
5229335,6000,36,Other,1,111,3,12,8,1,2,5,4,38.25,2166,2166,7,False,False,False,0.36099999993983334,0.0270270267835403
5233499,1000,12,Other,0,109,26,13,10,0,11,0,3,45.58,7454,7454,7,False,False,False,7.453999992546,0.23853210790337517
5238232,2000,24,Other,0,40,10,9,6,1,4,1,3,25.56,5925,5925,7,False,False,False,2.9624999985187497,0.24999999375000018
5242298,500,12,Other,0,149,2,90,18,10,3,8,72,31.38,9756,9756,7,False,False,False,19.511999960976,0.013422818701860278
5251322,3000,24,Other,0,134,15,20,6,3,1,0,14,62.6,1488,1488,7,False,False,False,0.4959999998346667,0.11194029767208734
5257399,15000,54,Other,0,209,4,11,10,0,0,2,1,65.91,11759,11759,0,False,False,False,0.7839333332810711,0.01913875588928825
5270108,2000,48,Other,0,61,3,17,13,2,0,4,4,30.18,38387,38387,0,False,False,False,19.19349999040325,0.049180327062617595
5318684,4000,24,Other,0,130,0,21,12,3,9,6,9,59.86,4832,4832,7,False,False,False,1.207999999698,0.0
5320748,5000,60,Other,1,40,9,4,3,1,0,1,1,20.0,1800,1800,0,False,False,False,0.35999999992799997,0.22499999437500015
5324037,1000,12,Other,0,44,6,8,7,1,0,5,1,14.5,3443,3443,0,False,False,False,3.442999996557,0.13636363326446288
5325703,17500,60,Other,0,227,5,23,13,0,0,3,10,54.7,201986,25468,0,False,False,False,11.542057142197596,0.022026431621028936
5329682,1000,12,Other,0,296,5,28,11,4,0,4,17,85.61,152713,26408,0,False,False,False,152.712999847287,0.01689189183482469
5337388,10000,60,Other,0,153,31,3,2,1,1,0,1,97.67,0,0,0,False,False,False,0.0,0.20261437776069036
5337440,20000,54,Other,0,321,22,14,6,2,0,0,8,99.5,181973,0,0,False,False,False,9.098649999545067,0.0685358253316641
5337923,1000,18,Other,0,164,5,19,10,3,5,2,9,50.79,21462,21462,7,False,False,False,21.461999978538,0.030487804692147534
5340523,1000,18,Other,0,228,4,39,20,0,15,2,19,73.85,21383,21383,7,False,False,False,21.382999978617,0.017543859572176055
5341610,1000,24,Other,0,72,4,10,7,0,3,3,3,40.5,5696,5696,7,False,False,False,5.695999994304,0.05555555478395063
5346773,1000,12,Other,0,120,6,15,12,3,3,5,3,31.47,5436,5436,7,False,False,False,5.435999994564,0.049999999583333336
5364852,15000,36,Other,1,207,1,19,10,0,1,2,9,68.58,9980,9980,0,False,False,False,0.6653333332889778,0.0048309178510583676
5368427,8000,48,Other,0,176,6,14,12,0,0,1,2,44.43,29389,29389,0,False,False,False,3.6736249995407966,0.034090908897210746
5373034,10000,60,Other,0,121,1,16,11,3,0,2,5,42.81,145108,21416,0,False,False,False,14.510799998548919,0.00826446274161601
5378748,3000,30,Other,0,48,2,16,6,3,4,5,10,26.62,1738,1738,7,False,False,False,0.5793333331402223,0.041666665798611134
5384718,1000,12,Other,0,110,8,5,4,0,1,1,1,52.6,2245,2245,7,True,False,False,2.244999997755,0.0727272720661157
5384769,1000,12,Other,0,313,6,58,18,4,0,5,40,61.67,24072,22158,0,False,False,False,24.071999975928,0.019169329012238567
5406576,1000,18,Other,1,194,6,21,11,2,1,3,10,51.29,6798,6798,0,False,False,False,6.797999993202,0.030927834892124563
5413567,10000,60,Other,0,152,5,13,5,4,0,2,8,43.08,0,0,0,False,False,False,0.0,0.03289473662569252
5418026,5000,36,Other,0,41,3,8,7,1,0,4,1,12.88,2419,2419,0,False,False,False,0.48379999990323996,0.07317072992266513
5418419,2000,30,Other,0,190,3,11,7,2,0,2,4,55.27,8981,8981,0,True,False,False,4.49049999775475,0.015789473601108033
5418469,2000,24,Other,0,176,5,12,8,3,0,5,4,38.5,15741,15741,0,False,False,False,7.8704999960647495,0.02840909074767562
5419601,1000,24,Other,0,102,2,13,10,2,7,2,3,34.62,1448,1448,7,False,False,False,1.447999998552,0.01960784294502115
5419627,1000,12,Other,0,95,31,9,8,0,5,0,1,66.11,2536,2536,7,False,False,False,2.535999997464,0.3263157860387812
5448073,4000,24,Other,1,175,6,6,4,0,0,1,2,68.67,47011,2532,0,False,False,False,11.752749997061812,0.03428571408979592
5448131,2000,12,Other,0,172,6,18,13,1,0,1,5,67.22,8224,8224,0,False,False,False,4.111999997943999,0.03488372072742023
5448550,5000,60,Other,0,69,3,13,10,1,0,4,3,27.46,9227,9227,0,False,False,False,1.8453999996309198,0.0434782602394455
5452837,15000,24,Other,0,162,9,18,11,2,0,2,7,59.61,292216,42230,0,False,False,False,19.48106666536793,0.05555555521262003
5474296,10000,60,Other,0,82,11,6,4,1,2,1,2,52.17,4467,4467,7,False,False,False,0.44669999995533,0.13414633982748367
5482288,3000,24,Other,0,140,5,12,10,0,5,2,2,57.42,5676,5676,7,False,False,False,1.8919999993693335,0.035714285459183676
5484177,1000,24,Other,0,148,7,16,10,0,10,1,6,66.07,5639,5639,7,False,False,False,5.638999994361,0.04729729697772097
5496768,1000,12,Other,0,44,7,3,3,0,0,2,0,19.33,709,709,0,False,False,False,0.708999999291,0.1590909054752067
5505794,10000,36,Other,0,145,31,5,3,0,0,0,2,67.6,1953,1953,0,False,False,False,0.19529999998046998,0.2137931019738407
5509191,1000,12,Other,0,103,1,99,12,14,1,17,87,35.26,11122,11122,0,False,False,False,11.121999988878,0.00970873776981808
5511929,7000,54,Other,0,127,37,3,2,0,0,0,1,96.0,0,0,0,False,False,False,0.0,0.2913385803831608
5524660,2500,36,Other,0,137,3,7,4,2,1,1,3,49.86,898,898,7,False,False,False,0.35919999985632,0.02189781005914007
5527484,1700,48,Other,1,209,3,15,9,2,0,2,6,74.8,47093,8736,0,True,False,False,27.701764689587197,0.014354066916966187
5535028,15000,60,Other,0,53,50,3,1,0,0,0,2,51.67,707,707,0,False,False,False,0.04713333333019111,0.9433962086151659
5541504,7500,36,Other,0,125,2,20,9,0,0,1,11,60.15,3633,3633,0,False,False,False,0.48439999993541333,0.015999999872
5553221,1000,18,Other,1,232,0,11,9,1,0,4,2,45.82,15068,15068,0,False,False,False,15.067999984932,0.0
5553902,11000,60,Other,1,182,13,12,6,0,0,0,6,94.17,854,854,0,False,False,False,0.07763636362930579,0.07142857103610675
5564012,2500,24,Other,1,116,8,10,6,3,2,1,4,52.9,581,581,0,False,False,False,0.23239999990704002,0.068965516646849
5566450,7000,60,Other,0,122,6,10,6,0,0,1,4,60.0,624,624,0,False,False,False,0.08914285713012245,0.04918032746573502
5568860,2000,36,Other,0,254,11,16,8,0,1,1,8,98.44,8190,8190,0,False,False,False,4.0949999979525,0.04330708644367289
5571075,12000,60,Other,0,177,12,5,4,0,1,0,1,52.2,543,543,0,False,False,False,0.04524999999622917,0.06779660978645984
5571905,2000,24,Other,0,154,5,18,10,2,0,3,8,37.28,10947,10947,0,False,False,False,5.47349999726325,0.03246753225670434
5575544,7500,60,Other,0,128,56,2,2,0,0,0,0,92.0,1902,1902,0,False,False,False,0.25359999996618665,0.43749999658203126
5578409,1000,12,Other,0,154,3,57,12,7,0,10,45,44.53,9279,9279,0,False,False,False,9.278999990721,0.0194805193540226
5578430,5000,60,Other,1,289,5,23,14,3,0,1,9,83.7,162864,38490,0,False,False,False,32.57279999348544,0.017301038002418553
5581066,2000,24,Other,1,126,0,6,6,0,0,2,0,56.5,627,627,0,False,False,False,0.31349999984325,0.0
5584111,5000,24,Other,0,59,2,6,6,0,0,1,0,28.17,2551,2551,0,False,False,False,0.5101999998979599,0.03389830451019823
5603324,10000,60,Other,0,102,1,20,13,2,2,4,7,40.8,24211,24211,0,False,False,False,2.4210999997578897,0.009803921472510574
5604369,1000,48,Other,1,237,22,10,9,0,0,0,1,89.7,8669,8669,0,False,False,False,8.668999991331,0.09282700382773416
5615516,4000,36,Other,0,137,2,58,22,18,2,18,36,25.88,8948,8948,1,False,False,False,2.23699999944075,0.014598540039426715
5617853,10000,60,Other,0,205,9,11,10,1,2,1,1,69.6,2932,2932,7,True,False,False,0.29319999997067997,0.04390243881023201
5639083,10000,60,Other,0,254,11,10,7,2,3,1,3,64.7,9214,9214,7,False,False,False,0.9213999999078599,0.04330708644367289
5640362,15000,48,Other,0,264,16,5,5,0,0,0,0,100.8,3303,3303,0,False,False,False,0.22019999998532,0.060606060376492195
5648965,1000,24,Other,0,82,16,5,5,0,0,0,0,43.6,669,669,0,False,False,False,0.668999999331,0.19512194883997624
5653152,1000,24,Other,0,155,7,21,13,1,3,5,8,48.1,2602,2602,7,False,False,False,2.601999997398,0.04516129003121749
5654628,1000,12,Other,0,132,10,16,14,0,12,1,2,48.69,4068,4068,7,False,False,False,4.067999995932,0.07575757518365474
5655380,1000,36,Other,0,97,3,37,13,2,9,5,24,49.57,18471,18471,7,False,False,False,18.470999981529,0.030927834732702737
5668061,6000,48,Other,0,126,9,14,8,1,0,2,6,41.43,22233,22233,0,False,False,False,3.7054999993824165,0.07142857086167802
5668357,15000,48,Other,0,253,6,32,17,2,0,3,15,62.47,109588,57012,0,False,False,False,7.305866666179608,0.023715414926026027
5673134,8000,60,Other,1,166,3,16,4,2,0,2,12,44.31,213,213,0,False,False,False,0.026624999996671873,0.018072289047757296
5682594,1000,12,Other,0,106,7,8,6,2,5,1,2,37.25,2969,2969,7,False,False,False,2.968999997031,0.0660377352260591
5690483,6000,42,Other,0,57,5,12,11,1,0,1,1,35.33,10941,10941,0,False,False,False,1.8234999996960832,0.08771929670667901
5694464,12000,48,Other,1,120,4,6,5,1,0,2,1,58.67,6842,6842,0,False,False,False,0.5701666666191527,0.03333333305555556
5700756,3000,60,Other,0,348,4,20,14,1,0,6,6,91.2,23677,23677,0,False,False,False,7.892333330702556,0.011494252840533757
5703471,1000,12,Other,0,77,11,23,10,5,0,1,13,44.7,61826,61826,0,False,False,False,61.825999938174,0.14285714100185531
5713652,2000,48,Other,0,100,8,20,11,1,0,6,9,43.0,12844,12844,0,False,False,False,6.421999996788999,0.0799999992
